,employee,teacher,student,actor,doctor,dog,cat,horse,bird,fish,star,flower,tree,dirt,vegetable,house,school,factory,station,park,movie,book,music,PC,TV
employee,0.04769104212231098,0.045110169617323476,0.044638032182286895,0.042143243294368166,0.044393520483618436,0.03079812824796717,0.02622234731199238,0.028193834624355606,0.024736632887974737,0.021997588291962314,0.011497067084554204,0.023928666542501146,0.024075380214718042,0.024037782662182525,0.040838052989680636,0.04376183341496858,0.03964964328965543,0.01577064096567571,0.040235127541194106,0.032709992798511944,0.029373145022366178,0.029415885036152604,0.03867800087022037,0.037314526450289785,0.029643579400438474
teacher,0.045110169617323476,0.04769104212231098,0.04454607743687448,0.04260612590125859,0.04485381664648573,0.030987795488023898,0.02597465979665517,0.028265033116116507,0.024430952397069373,0.021566057019898683,0.008740042009050965,0.022699391231647142,0.02254423130883119,0.022534020604268505,0.03983022207714989,0.04358778713957271,0.03857459647188347,0.012827651566987258,0.03939580075507534,0.029799507914286125,0.02791322320935791,0.02846197632341216,0.03717906312307987,0.03525611022314891,0.02778827643234035
student,0.044638032182286895,0.04454607743687448,0.04769104212231098,0.044751983432494785,0.042303784129782744,0.032929174519108796,0.0283936148646959,0.030177700241568777,0.028020715850876617,0.024702709316426017,0.012957130745705835,0.021798534665697034,0.02238088149907915,0.02240038689391019,0.03862449457063955,0.04359517405173847,0.04008343326230029,0.016987764754648436,0.0400658775555756,0.033096075840668315,0.027437352498230025,0.02735537550420328,0.03597673823213152,0.03456993689122885,0.02750959225624449
actor,0.042143243294368166,0.04260612590125859,0.044751983432494785,0.04769104212231098,0.04008024580918364,0.03495946615021808,0.030028699097200767,0.031921506907317584,0.02923504320236967,0.025937763368316165,0.010238886844441963,0.01923845640932076,0.019102826697117502,0.019119575731652155,0.03612710256321337,0.04139970728771129,0.037024315957969414,0.014153845829019782,0.03707494576924446,0.029486601035365136,0.02465674175816531,0.02483108488016382,0.03359675923210255,0.03186438753823016,0.024883192561917167
doctor,0.044393520483618436,0.04485381664648573,0.042303784129782744,0.04008024580918364,0.04769104212231098,0.027850852268631182,0.02287381358589493,0.025106381508757297,0.021347365084202232,0.01863387295420048,0.007258686403968047,0.02395298300373543,0.024546567694637242,0.024398055701260326,0.041621755785686915,0.04237255198207176,0.03811507351940849,0.011697614295463087,0.03907090703613221,0.0296309145310546,0.029699272053577544,0.029917127263234422,0.038673288586131886,0.037816298184137884,0.029231387858134877
dog,0.03079812824796717,0.030987795488023898,0.032929174519108796,0.03495946615021808,0.027850852268631182,0.04769104212231098,0.043177151931722044,0.045493324277367776,0.04194822672928702,0.03814238391883896,0.01633482426106967,0.012536881158933193,0.009120852277816699,0.009648597356853146,0.023484048380945866,0.030965305320713586,0.02851890799441936,0.018840451008035795,0.029079511496162457,0.024629868471998634,0.012582834209678817,0.014305907985233977,0.02183885376461526,0.017712260160141904,0.014074704303358727
cat,0.02622234731199238,0.02597465979665517,0.0283936148646959,0.030028699097200767,0.02287381358589493,0.043177151931722044,0.04769104212231098,0.04520466930432051,0.04508880150388116,0.04250735246119607,0.019558381841703935,0.009661882957127811,0.006584626974788579,0.007274659830387428,0.018713381566474646,0.02654485209025335,0.025397663954159072,0.021633370672062495,0.025538194333516902,0.022703186375359747,0.009620166532746069,0.011139976275979943,0.01785620654766366,0.014081970359671618,0.010878307188451578
horse,0.028193834624355606,0.028265033116116507,0.030177700241568777,0.031921506907317584,0.025106381508757297,0.045493324277367776,0.04520466930432051,0.04769104212231098,0.04354546097068827,0.04007421661310769,0.017856421503449602,0.009693595875944351,0.007236769963855534,0.007901353421086818,0.020826846502983658,0.028271622670916163,0.026226908183447823,0.019888828431003182,0.027074600692964718,0.02338255955507192,0.010496598250190267,0.012134595102832588,0.01995946326711583,0.015244542762068616,0.011610248951672203
bird,0.024736632887974737,0.024430952397069373,0.028020715850876617,0.02923504320236967,0.021347365084202232,0.04194822672928702,0.04508880150388116,0.04354546097068827,0.04769104212231098,0.043810089400555675,0.019280028785306734,0.008038416929499526,0.005130465394462741,0.005900374746345173,0.017455430459625235,0.02500858042318432,0.023964401968824028,0.02128406411793123,0.024223529110743446,0.02160599670525903,0.008059748734165248,0.009539834571984138,0.01683810467845257,0.01232518547200296,0.009256319040951817
fish,0.021997588291962314,0.021566057019898683,0.024702709316426017,0.025937763368316165,0.01863387295420048,0.03814238391883896,0.04250735246119607,0.04007421661310769,0.043810089400555675,0.04769104212231098,0.0189195079768001,0.008516496549233588,0.0022949273466194436,0.0028818204045233803,0.015454607653295524,0.022952380368922807,0.022688977778305468,0.021507678590246708,0.02228038509460366,0.020346540484761616,0.00505002845939044,0.006418662095552474,0.014113890494726604,0.009324792373353714,0.007036449592228981
