,employee,teacher,student,actor,doctor,dog,cat,horse,bird,fish,star,flower,tree,dirt,vegetable,house,school,factory,station,park,movie,book,music,PC,TV
employee,0.041371271102701127,0.02279293332432005,0.021382089280951783,0.0277393913826095,0.013867174145852146,0.015891971512517287,0.01751509051416372,0.015470429358359808,0.015366708139776381,0.019299595940044913,0.015701673984791855,0.017500314269906305,0.011185703602697748,0.015612283285960132,0.012471513615233663,0.00814604612740942,0.018925476675026982,0.011969175426502728,0.017880731827844006,0.01672428659967566,0.021867080417451015,0.02325319363323256,0.020253356139291533,0.0209922541554087,0.02349463483449331
teacher,0.02279293332432005,0.041371271102701127,0.037841937083024066,0.021588536766426476,0.02395665855131876,0.020481525535184914,0.015533693735937867,0.020527136773361966,0.0216131630486281,0.017235936199345367,0.01965543138645976,0.02326174790971347,0.020343700903373257,0.021883118128441112,0.0193632126373933,0.025072552589442784,0.03711668039025709,0.016004150879569773,0.019299964778836498,0.020060936248770898,0.024426481078799397,0.024902920825536412,0.026513651314642825,0.027539702566252086,0.026038953403295772
student,0.021382089280951783,0.037841937083024066,0.041371271102701127,0.02126712225609286,0.022143885058122,0.019262511351473388,0.015899519003905932,0.020174556203355672,0.020874686093230958,0.01696038433623977,0.019726502110111562,0.022570529575588794,0.01936931786589154,0.020945735087039067,0.017999964586497774,0.025176066533634127,0.03741077426784556,0.016583470446393675,0.020127260360785885,0.01925875803560646,0.024087859915718542,0.0256905694732361,0.02541118917058809,0.02727811591089892,0.024608100206227584
actor,0.0277393913826095,0.021588536766426476,0.02126712225609286,0.041371271102701127,0.013524144630148175,0.010544566273366484,0.012185109694990693,0.011916980124079074,0.017110503584085064,0.014590633356698569,0.014056064526621129,0.019358267109527986,0.013218243077075347,0.018400918390125472,0.014914670362330198,0.009487009217243894,0.019084142426096965,0.0141417123731934,0.016431461087970934,0.013821012259539692,0.024446908778143678,0.02327254303253533,0.023915161071950197,0.022375712086008616,0.032016554054156175
doctor,0.013867174145852146,0.02395665855131876,0.022143885058122,0.013524144630148175,0.041371271102701127,0.01800588277790574,0.01087507594506576,0.01504695116954722,0.018161422748950242,0.01231873913697535,0.02031904642769586,0.016910740065511826,0.020448421670317483,0.0197298393120364,0.0207079801242537,0.007914351419886993,0.025290444450243584,0.011242408130941687,0.016624539391105628,0.019011322396253208,0.01238069938674189,0.01622589743849613,0.016213946114864004,0.017138241483694076,0.012235373580748669
dog,0.015891971512517287,0.020481525535184914,0.019262511351473388,0.010544566273366484,0.01800588277790574,0.041371271102701127,0.025754845417898325,0.02968943506750122,0.014454600932747676,0.015344569068445984,0.01096741665956891,0.01940191773293175,0.018332240411517823,0.018543266462037262,0.01745090945912248,0.01225074816976457,0.020632333614875716,0.007833105081471899,0.013130491192872542,0.014248327260275962,0.010867419745401747,0.010031680702962904,0.011340772406453859,0.01612270305998718,0.01219103338926127
cat,0.01751509051416372,0.015533693735937867,0.015899519003905932,0.012185109694990693,0.01087507594506576,0.025754845417898325,0.041371271102701127,0.03311540277483535,0.020028463767631205,0.013980888354591395,0.015982627050582652,0.021551833492317565,0.01928463005547017,0.020949102045812417,0.0196546002872247,0.01423439058094467,0.01835465089812668,0.012413391558958268,0.014239664575368311,0.012424753958624916,0.01297829755992937,0.011155229854853017,0.011292127408899871,0.013416627879652865,0.009201962283471837
horse,0.015470429358359808,0.020527136773361966,0.020174556203355672,0.011916980124079074,0.01504695116954722,0.02968943506750122,0.03311540277483535,0.041371271102701127,0.015540226612715386,0.017922973816240684,0.013051985852221185,0.021434107236117293,0.02088354880201003,0.021261774348805742,0.019831239850609136,0.013461597294323165,0.021571815748965915,0.009966606201992335,0.013975100229196527,0.011046101368156855,0.01155408057679157,0.012325416954199173,0.012373550090970117,0.01728011396414232,0.01224804537884211
bird,0.015366708139776381,0.0216131630486281,0.020874686093230958,0.017110503584085064,0.018161422748950242,0.014454600932747676,0.020028463767631205,0.015540226612715386,0.041371271102701127,0.011801535166210977,0.018410218552906893,0.022384073384570262,0.020110664055149476,0.02060123864443741,0.019999863546888527,0.016910654550727496,0.02221093391020678,0.01444094012640968,0.014233771578527062,0.026156854009128323,0.01675898139675614,0.016535557287642437,0.01639393930974824,0.018479285672444914,0.014045320342588267
fish,0.019299595940044913,0.017235936199345367,0.01696038433623977,0.014590633356698569,0.01231873913697535,0.015344569068445984,0.013980888354591395,0.017922973816240684,0.011801535166210977,0.041371271102701127,0.012770956030900695,0.02597865301933914,0.027546222875779996,0.02747920312736922,0.026197601721223915,0.011755161722058323,0.018730167884574857,0.015076248250062645,0.018299792276667618,0.024974553451021682,0.01556857876175504,0.017634538108715958,0.013327595912572023,0.013580338738586602,0.01130607789324186
star,0.015701673984791855,0.01965543138645976,0.019726502110111562,0.014056064526621129,0.02031904642769586,0.01096741665956891,0.015982627050582652,0.013051985852221185,0.018410218552906893,0.012770956030900695,0.041371271102701127,0.016370896300007036,0.01741434093626082,0.017513063404086704,0.017937259411513588,0.009755452854374146,0.019932624378295065,0.016978870038625152,0.021555598845788386,0.01686947608171716,0.013248253045052446,0.014117350782382684,0.015574100558401496,0.016169936224556963,0.010574584462611242
flower,0.017500314269906305,0.02326174790971347,0.022570529575588794,0.019358267109527986,0.016910740065511826,0.01940191773293175,0.021551833492317565,0.021434107236117293,0.022384073384570262,0.02597865301933914,0.016370896300007036,0.041371271102701127,0.030858776979494816,0.036677620983833634,0.026169302694096452,0.017879301000048604,0.02094420293110249,0.015902351629475325,0.015497224810831434,0.017779842989434778,0.019529771526163243,0.01971440809350149,0.01958270992482721,0.02099798417211412,0.020085659527163915
tree,0.011185703602697748,0.020343700903373257,0.01936931786589154,0.013218243077075347,0.020448421670317483,0.018332240411517823,0.01928463005547017,0.02088354880201003,0.020110664055149476,0.027546222875779996,0.01741434093626082,0.030858776979494816,0.041371271102701127,0.035432433560926006,0.03477058754805915,0.013470533232322342,0.01892070291230556,0.012034864918050538,0.014922589451150697,0.017106078247707667,0.013108290406312898,0.01575190844551899,0.014716512370811986,0.01763886563142937,0.014362145356591586
dirt,0.015612283285960132,0.021883118128441112,0.020945735087039067,0.018400918390125472,0.0197298393120364,0.018543266462037262,0.020949102045812417,0.021261774348805742,0.02060123864443741,0.02747920312736922,0.017513063404086704,0.036677620983833634,0.035432433560926006,0.041371271102701127,0.0347185406139789,0.015970033672069717,0.01891891006926433,0.014945149185683328,0.01461848606063933,0.01599858236514274,0.017954324762066945,0.01797651519193545,0.018131020810041577,0.020903590636121846,0.02019743525578295
vegetable,0.012471513615233663,0.0193632126373933,0.017999964586497774,0.014914670362330198,0.0207079801242537,0.01745090945912248,0.0196546002872247,0.019831239850609136,0.019999863546888527,0.026197601721223915,0.017937259411513588,0.026169302694096452,0.03477058754805915,0.0347185406139789,0.041371271102701127,0.008393754073145313,0.016588118284719237,0.014614375454559594,0.015239796747732574,0.014510787491129738,0.013191545794367297,0.015403940590661337,0.014985868326830448,0.019463775922670186,0.014776940650422416
house,0.00814604612740942,0.025072552589442784,0.025176066533634127,0.009487009217243894,0.007914351419886993,0.01225074816976457,0.01423439058094467,0.013461597294323165,0.016910654550727496,0.011755161722058323,0.009755452854374146,0.017879301000048604,0.013470533232322342,0.015970033672069717,0.008393754073145313,0.041371271102701127,0.024835801647912343,0.011345311419450981,0.01496515221677595,0.010508710679709293,0.01815925111188128,0.020313189456953956,0.01843007139953463,0.01652464232715868,0.0169672195035526
