,employee,teacher,student,actor,doctor,dog,cat,horse,bird,fish,star,flower,tree,dirt,vegetable,house,school,factory,station,park,movie,book,music,PC,TV
employee,0.0423141876277407,0.01822021976034699,0.018018940276455463,0.01726110927951414,0.011076209724574071,0.023455959516979923,0.024616695775125347,0.019194196860223587,0.01948859198640569,0.01609000974380214,0.016793060341095224,0.02053997085734208,0.02179517354051283,0.0200156025756721,0.019663356193487608,0.028154105176274976,0.01909901472463386,0.03772040616459157,0.013863830752101874,0.01923491939087346,0.017755359895123776,0.016760091505586137,0.01433896806861432,0.016185066360511466,0.014934776706391473
teacher,0.01822021976034699,0.0423141876277407,0.037203644904682184,0.02665384490669908,0.01556528323974224,0.01923999202529451,0.019555256614354255,0.015370533148009288,0.015777674303631944,0.009935765625600536,0.015137718449770854,0.012099191240624002,0.01244464991733948,0.011220063230833677,0.010577627178561692,0.020341648213010592,0.03709792180011102,0.018937366159684926,0.015587039477752529,0.0084599256437135,0.02690758179491492,0.01922541758666508,0.02512679218280284,0.010047296242603365,0.011216790652386122
student,0.018018940276455463,0.037203644904682184,0.0423141876277407,0.02998204353410364,0.01257868600161463,0.021791173406504206,0.021703756705360108,0.018387061309021194,0.01757104310697275,0.010725429206571532,0.015302742903349636,0.012388987726408875,0.012476031602271422,0.011057001167002131,0.010674511367662419,0.021656734083537126,0.0371267850353161,0.019870021612549946,0.013270352710747387,0.008328116957307667,0.029953681169879676,0.018367820596399017,0.027469924886646426,0.011112772244965218,0.012814497827705284
actor,0.01726110927951414,0.02665384490669908,0.02998204353410364,0.0423141876277407,0.014568473551320113,0.020069228955257618,0.021132933637747545,0.01844411828565302,0.013969949801878899,0.021674751009355005,0.021425357347271096,0.01721541133533454,0.017600078638931493,0.017632952231824043,0.01399835715924436,0.022751856203557675,0.026138643504357257,0.019020961617300425,0.011920792879527325,0.015113226775914004,0.039418546071207386,0.024333672653071674,0.037365180467668124,0.01778731847733839,0.016194746692587563
doctor,0.011076209724574071,0.01556528323974224,0.01257868600161463,0.014568473551320113,0.0423141876277407,0.012814374629211776,0.014892885021364245,0.011069801645995813,0.0035207157101579747,0.016246903859533476,0.01806550426064776,0.013415113927438264,0.014214484495470033,0.014245059361069554,0.01291121859508803,0.01016364090329304,0.015356920871843597,0.014896972785436967,0.021848337181091124,0.012534703973339601,0.0170918166566448,0.01981174684590997,0.01808878969429066,0.012713968312923669,0.013878906827060219
dog,0.023455959516979923,0.01923999202529451,0.021791173406504206,0.020069228955257618,0.012814374629211776,0.0423141876277407,0.03990994076690341,0.033640549993171086,0.03433530131591751,0.026580167713539982,0.02712509297409042,0.025533521673162415,0.02565379523079056,0.023031912238993337,0.02520523597209356,0.009381646186041669,0.019068559135311997,0.02370859259563669,0.023402352749275896,0.022275423608094137,0.0173970822073678,0.023517180462904387,0.01989155126399752,0.012368113197039211,0.014837275905014668
cat,0.024616695775125347,0.019555256614354255,0.021703756705360108,0.021132933637747545,0.014892885021364245,0.03990994076690341,0.0423141876277407,0.034215685023936515,0.03279083956583822,0.02747861819030352,0.02879689132546432,0.025938300831967145,0.026796687239350952,0.024363092707303288,0.02532878807019313,0.01120545669408414,0.01956931443774473,0.024184886724741894,0.02478724400775814,0.023402589664895567,0.019248272167148382,0.023701600806808054,0.020630311366012292,0.01347604910898776,0.015739896563693265
horse,0.019194196860223587,0.015370533148009288,0.018387061309021194,0.01844411828565302,0.011069801645995813,0.033640549993171086,0.034215685023936515,0.0423141876277407,0.036550488769385076,0.025743504023510163,0.025106900013574088,0.018773484634731236,0.018985860521952898,0.017717724442680487,0.019600739275522694,0.009569258706978605,0.015338767391476115,0.02012714199452757,0.017290639958417498,0.014686123911449134,0.015881296353946278,0.023749162860598184,0.019304873182401365,0.01059674948100979,0.011903529395234504
bird,0.01948859198640569,0.015777674303631944,0.01757104310697275,0.013969949801878899,0.0035207157101579747,0.03433530131591751,0.03279083956583822,0.036550488769385076,0.0423141876277407,0.024676140729805132,0.024874588161921743,0.02608171300854246,0.02662596348124276,0.02169729061859561,0.02504719130858858,0.0009997147844351684,0.014593653269764445,0.019003670736767272,0.02539926967458729,0.02443443227252713,0.01130632428341017,0.021574972017987727,0.014538830674295258,0.0048133072776276875,0.010764021258294634
fish,0.01609000974380214,0.009935765625600536,0.010725429206571532,0.021674751009355005,0.016246903859533476,0.026580167713539982,0.02747861819030352,0.025743504023510163,0.024676140729805132,0.0423141876277407,0.027051487455586675,0.02989023825513737,0.03150431005588439,0.03297335649976549,0.029495901741187103,0.01825207390892258,0.00873012188876885,0.014645012621231971,0.020123514854271468,0.030052885692037876,0.02090934677380428,0.015126720162886076,0.021033972456290802,0.020345407389136663,0.01289685293266448
