,employee,teacher,student,actor,doctor,dog,cat,horse,bird,fish,star,flower,tree,dirt,vegetable,house,school,factory,station,park,movie,book,music,PC,TV
employee,0.043108636096230724,0.03800054434603665,0.03585011746222848,0.028934979662232213,0.03840657804804219,0.017152713018054114,0.018069658720089078,0.0159776902235982,0.01882025814659603,0.016150276804078368,0.019738320063644666,0.016296313618631375,0.019003587549463595,0.018012045862580827,0.018372988172297655,0.02549300771971716,0.030451585386032494,0.025348373328208947,0.02514114308361151,0.023390140546659246,0.03486628708106887,0.0362508284840801,0.033889347526835874,0.02957775955135451,0.029362778588240795
teacher,0.03800054434603665,0.043108636096230724,0.03969996326204547,0.030409897060777194,0.03996790176640898,0.022615399308073856,0.02359511012436145,0.02121438901573862,0.023872414326891366,0.020113270513311018,0.024912435950102965,0.020148951488625187,0.022578334503575558,0.022984442056647455,0.022351328157725194,0.02757898648753928,0.03165753789005893,0.02392056381803633,0.024522055208638174,0.022665071442996756,0.03586824271232552,0.035759956454574526,0.034053221129872434,0.030465734856512834,0.029111457195341292
student,0.03585011746222848,0.03969996326204547,0.043108636096230724,0.029514169962865204,0.037277408536966705,0.021940655268671568,0.022791728175798904,0.020273676044512978,0.02353406423038798,0.020655659022135613,0.02501859255281683,0.02089293549704949,0.023242664468559326,0.023349556174156398,0.023102011824410913,0.02812406145873704,0.031754535284472536,0.02178166983374252,0.023411011021738357,0.021894888293361024,0.03346993225846551,0.03363085807354875,0.031105269518357882,0.02694403865735983,0.025239066745656437
actor,0.028934979662232213,0.030409897060777194,0.029514169962865204,0.043108636096230724,0.03140748874864557,0.01901800004576768,0.0200883564303222,0.017235171492891204,0.02025679119501877,0.016263586881489833,0.018435774569624818,0.01733877297118152,0.020598085703022264,0.01861517899483556,0.018637456900325346,0.0208571094152633,0.019365282127986563,0.017959513563423124,0.01771972618736602,0.015581031172454164,0.0292686063594055,0.031034518446611543,0.031523625735315426,0.02798269802136076,0.02711211338606936
doctor,0.03840657804804219,0.03996790176640898,0.037277408536966705,0.03140748874864557,0.043108636096230724,0.02238538453589026,0.023430790191445887,0.021507975175317356,0.023428932106900238,0.019973557149573808,0.023968786971232954,0.0195588559637361,0.021814311868852434,0.02301488687235901,0.022235140433896065,0.027073266317404653,0.030001105284861624,0.023860629490238327,0.02418381385495175,0.022691714360679585,0.03477657181392555,0.03532000380358225,0.03349243661373007,0.030696998387027413,0.029226576576557493
dog,0.017152713018054114,0.022615399308073856,0.021940655268671568,0.01901800004576768,0.02238538453589026,0.043108636096230724,0.04169375964875202,0.03936623362733624,0.0368332028487937,0.03561781262600946,0.03515461796067157,0.03334787220142996,0.03519179866324486,0.03307689543380967,0.03420647018047072,0.008928831537673064,0.008303313441695007,0.006435120438656579,0.004969249672854545,0.0022991267487824513,0.023274113054972,0.020718882879516804,0.02045791389815133,0.019041602034839164,0.01586939446050872
cat,0.018069658720089078,0.02359511012436145,0.022791728175798904,0.0200883564303222,0.023430790191445887,0.04169375964875202,0.043108636096230724,0.03920468255001479,0.036884072721964256,0.03540145633062877,0.035482504241900706,0.03332348574230523,0.03545155138823187,0.033145644302830464,0.03435239643217641,0.009997653563949674,0.009391384383400966,0.007649173107556903,0.006218957829477949,0.003423767675445402,0.024305226573197565,0.021812992356419425,0.021817833189520085,0.02009511780575937,0.016907204958478656
horse,0.0159776902235982,0.02121438901573862,0.020273676044512978,0.017235171492891204,0.021507975175317356,0.03936623362733624,0.03920468255001479,0.043108636096230724,0.037971403270903044,0.036556305990553414,0.03576293900740051,0.03461918033529226,0.034982966442104683,0.03500892241675038,0.0333733815110893,0.010420683967339674,0.010255329754153768,0.0065916168824657825,0.0051817459620542225,0.0043668669927471315,0.020955379682020644,0.01873170370585602,0.019070177700728837,0.01736961951843111,0.014391568867543763
bird,0.01882025814659603,0.023872414326891366,0.02353406423038798,0.02025679119501877,0.023428932106900238,0.0368332028487937,0.036884072721964256,0.037971403270903044,0.043108636096230724,0.0355187373864069,0.037637154551766895,0.03435329039757119,0.033351557566232606,0.033552856726201105,0.03121830978468082,0.012162636049906285,0.013100004198746292,0.006146259290778458,0.0047760461346497834,0.006773900110912841,0.024193449392508802,0.020340246473110408,0.021993454358672247,0.018970806366291372,0.01703460802603301
fish,0.016150276804078368,0.020113270513311018,0.020655659022135613,0.016263586881489833,0.019973557149573808,0.03561781262600946,0.03540145633062877,0.036556305990553414,0.0355187373864069,0.043108636096230724,0.035795361237532866,0.03726379698999041,0.03594458544671501,0.033665639102702996,0.03458781369186045,0.009016750489455397,0.008866921125443385,0.0033301876584684934,0.0018090645912342343,0.0028121149774972196,0.01901218137674943,0.017483202420040308,0.01770321432765319,0.014568867451237238,0.011425923249309425
