,employee,teacher,student,actor,doctor,dog,cat,horse,bird,fish,star,flower,tree,dirt,vegetable,house,school,factory,station,park,movie,book,music,PC,TV
employee,0.04223304719303579,0.03094679895652266,0.03281723808604446,0.012384664608138259,0.03109118986262968,0.021698235321148316,0.02295721979316363,0.020468653500119952,0.019417308727539676,0.02133985149477345,0.013522575242100023,0.013111659061796468,0.014851304958327063,0.014771306332205254,0.01525212727351066,0.012953421288015656,0.02996597037191252,0.014314688382882336,0.018626262397672892,0.01913704083609733,0.011434569389771998,0.021988643618601526,0.009971690012917207,0.02462518818805915,0.01677394649640684
teacher,0.03094679895652266,0.04223304719303579,0.038544993330816235,0.01747808380022587,0.031766394073118556,0.017183759190636413,0.017401433692258852,0.014569494796656885,0.012301680757902105,0.013965510427846557,0.014561896225523313,0.012980115816492194,0.01579421112018954,0.014455463127351683,0.014535455401496714,0.014836948974109556,0.03663075213505504,0.01759476524004441,0.019556158994925393,0.02028219954465289,0.016278443147126124,0.023287337077892874,0.009392064181658118,0.022507813564143213,0.018644047206483202
student,0.03281723808604446,0.038544993330816235,0.04223304719303579,0.016247581441487913,0.03154872835409687,0.017784488429802157,0.018199167988785472,0.014350195895952836,0.01242453326946686,0.014603771458462474,0.013909715476164215,0.011418733836480115,0.015176888475999437,0.01489442553993638,0.013672455693859331,0.0132303901259275,0.03735404686323278,0.01596051965172018,0.019325074912919727,0.017916544286604233,0.014873673372358828,0.02131376383175637,0.009242598282187736,0.023018352250335626,0.017467280432610033
actor,0.012384664608138259,0.01747808380022587,0.016247581441487913,0.04223304719303579,0.01591652330647307,0.012369598051631098,0.01373699294195644,0.013107753347211391,0.013555127817665543,0.016061162232347315,0.019613727289013987,0.020393185332876908,0.017235621994944026,0.017566368509134404,0.01124211693587776,0.015704378210628357,0.017050116422274147,0.020879044199042265,0.020880225810125008,0.01245220104579417,0.04002893883501476,0.020318576072839555,0.011148622465221764,0.017230216911594362,0.01646137764420328
doctor,0.03109118986262968,0.031766394073118556,0.03154872835409687,0.01591652330647307,0.04223304719303579,0.018116186535754072,0.018467832003285254,0.014792401748945447,0.012177573902218016,0.013447410540811836,0.015929798446157117,0.014529547520714985,0.014942185749219145,0.015617292999972589,0.017195766828924368,0.015015700924838539,0.0306976828120677,0.018924798270119975,0.017454548246569494,0.01907569490047257,0.015625453034400036,0.019637980972142772,0.00919589973041831,0.022860896850845563,0.01764339053147595
dog,0.021698235321148316,0.017183759190636413,0.017784488429802157,0.012369598051631098,0.018116186535754072,0.04223304719303579,0.040078944375431996,0.027662005535323372,0.023203451954841164,0.02043756066429087,0.01989953795092065,0.0226918073111097,0.022322673309677524,0.020708657347423463,0.022071313505397247,0.019343832575210225,0.01740306622109109,0.018403055590286807,0.015517819260637458,0.017652184933481554,0.013667643225399869,0.019992424135311902,0.014426937366758805,0.022880148479919447,0.01731035571198017
cat,0.02295721979316363,0.017401433692258852,0.018199167988785472,0.01373699294195644,0.018467832003285254,0.040078944375431996,0.04223304719303579,0.027059212708952344,0.022353034207139348,0.019688911425467824,0.019234035402363476,0.022712284103609984,0.022535159119707757,0.021138892606432962,0.02220855089744226,0.020443067554109216,0.01760359764714742,0.021389726879284955,0.016181305871433207,0.018143805282091644,0.016078476297150094,0.019704077695723788,0.015388050690134502,0.023919727734574313,0.02003862520796244
horse,0.020468653500119952,0.014569494796656885,0.014350195895952836,0.013107753347211391,0.014792401748945447,0.027662005535323372,0.027059212708952344,0.04223304719303579,0.026938019017928458,0.024065712017466812,0.018183955743993875,0.021557038001904002,0.02318859740275687,0.02046280334081924,0.01966874425803649,0.017937011340492102,0.01365401265150316,0.013175590829313879,0.019329433011444408,0.016752941108574136,0.012101927448074729,0.024546427039751923,0.014379532936269947,0.018921617099743014,0.014639220317638237
bird,0.019417308727539676,0.012301680757902105,0.01242453326946686,0.013555127817665543,0.012177573902218016,0.023203451954841164,0.022353034207139348,0.026938019017928458,0.04223304719303579,0.019992076660531977,0.027136000625262585,0.018907883726075877,0.026974126826558198,0.020574695533123865,0.020865564453389447,0.016124680885346427,0.012485359230083055,0.018635724559062587,0.01430618285600789,0.012438243885458295,0.015999241947584376,0.016755998697524754,0.01939784594764537,0.019016295780627492,0.016109379991426233
fish,0.02133985149477345,0.013965510427846557,0.014603771458462474,0.016061162232347315,0.013447410540811836,0.02043756066429087,0.019688911425467824,0.024065712017466812,0.019992076660531977,0.04223304719303579,0.02105416702576043,0.01801524857532977,0.020184522177298627,0.02523412571236654,0.02227213817761924,0.015477301232482338,0.013650839576063133,0.018161787832865282,0.01854252595222743,0.014004585982749847,0.015581336409313952,0.011451035031777853,0.019016474538990937,0.018686714626639966,0.016318913297433898
