,employee,teacher,student,actor,doctor,dog,cat,horse,bird,fish,star,flower,tree,dirt,vegetable,house,school,factory,station,park,movie,book,music,PC,TV
employee,0.054276359579576404,0.04461760098196951,0.04253981463122418,0.04627219536358479,0.044720795312114134,0.03476489109490606,0.03482402393649808,0.03482648812966513,0.030626237839347693,0.03196657339511216,0.027220948115444125,0.029108166963611494,0.029617510289055324,0.02860786668247773,0.03021713453023019,0.0406648257178089,0.040501691513627876,0.037679101140320824,0.03906525134814773,0.03755967942547027,0.04286971747162047,0.04628479198001881,0.04078941480225242,0.04481033692977632,0.04011949568459804
teacher,0.04461760098196951,0.054276359579576404,0.0499940582714947,0.045629720604324416,0.0481384176263136,0.03895211941130828,0.03970045466811572,0.03725630230343329,0.03144727224918015,0.03372200187910514,0.025515843275697225,0.032696736284189905,0.033652735483424304,0.03148718620692838,0.031214223625147225,0.04195269677681677,0.047981130207816206,0.04032710640915689,0.04022500563417826,0.042974687672656026,0.03760833825243962,0.038989378858868974,0.03578818098890204,0.03419339063685856,0.034317487932195245
student,0.04253981463122418,0.0499940582714947,0.054276359579576404,0.04308173078031714,0.04795634585569873,0.03604615112547141,0.03701370477944259,0.035048062208970956,0.029691645425904096,0.03189533849505001,0.024449710734949948,0.03184874394733321,0.03238643846420903,0.03023117426177555,0.029441596469184716,0.041237824429650405,0.049181975581357444,0.04062244428917663,0.0414339524096915,0.044157529599972045,0.036964172591341105,0.03773671819600652,0.034229404549786346,0.03242050480461259,0.03283007226048683
actor,0.04627219536358479,0.045629720604324416,0.04308173078031714,0.054276359579576404,0.044105181861931145,0.040048083830169987,0.040220625532053376,0.03846055796622469,0.03225737215018663,0.03659400983281695,0.027484541822750126,0.031496993664878986,0.03275894748554954,0.030937788903303058,0.03339052635260488,0.042122165224470764,0.04162016172741959,0.035114962620240095,0.034697395730534625,0.03663259825931252,0.04626900725272633,0.04710329804547511,0.0423887988439172,0.04134996023779609,0.04208150136876032
doctor,0.044720795312114134,0.0481384176263136,0.04795634585569873,0.044105181861931145,0.054276359579576404,0.03547452145933759,0.035428873092254065,0.03424249661819756,0.026542482357976075,0.0297997851927894,0.0207604254921578,0.027441114062438685,0.028311703799430488,0.026414081524806513,0.02726129577103179,0.03991161451126669,0.047434883660701706,0.0422246005770373,0.040824401994963025,0.046049285972351604,0.03830751287460723,0.03932699971700623,0.036746525766736995,0.03516670449995989,0.0351562636837917
dog,0.03476489109490606,0.03895211941130828,0.03604615112547141,0.040048083830169987,0.03547452145933759,0.054276359579576404,0.05129946944528801,0.04762308349421954,0.041051037266664966,0.042488305950140415,0.031520008664325985,0.039194488871828706,0.03899607409231831,0.03454933618563871,0.0373472390678376,0.034461589821198596,0.03386253446097291,0.02945093260218115,0.03319706093739989,0.032065425967805636,0.03088110667777997,0.03165444484753357,0.027680448191299577,0.02807404352932888,0.027275303427728284
cat,0.03482402393649808,0.03970045466811572,0.03701370477944259,0.040220625532053376,0.035428873092254065,0.05129946944528801,0.054276359579576404,0.04674414567569121,0.04331660624987048,0.04316253530659845,0.0351145806063661,0.04234527022363797,0.041458731404236074,0.03766937606008105,0.03671778302448049,0.03706804446768216,0.03475689460098036,0.030438095571167004,0.034558110754267464,0.03273609107493915,0.03152887157436575,0.031687146704026475,0.028835521123819395,0.028109822604369342,0.028422687232414427
horse,0.03482648812966513,0.03725630230343329,0.035048062208970956,0.03846055796622469,0.03424249661819756,0.04762308349421954,0.04674414567569121,0.054276359579576404,0.03610136320184307,0.0363230371082707,0.027934372784518924,0.033594457319604004,0.03401630496630959,0.031849325212194475,0.03142681460763675,0.030775044205557302,0.03186966979027904,0.02838850082041933,0.034363186870966955,0.030162062906696478,0.03197349038420126,0.03285825175411301,0.02791784383407377,0.02906737112497254,0.028373186187434257
bird,0.030626237839347693,0.03144727224918015,0.029691645425904096,0.03225737215018663,0.026542482357976075,0.041051037266664966,0.04331660624987048,0.03610136320184307,0.054276359579576404,0.043906065045220745,0.04793269170613976,0.04591194051031869,0.04541103632169815,0.04301744928160254,0.03392842761877746,0.0331373073475251,0.02665110739915799,0.02132329313673658,0.026933336790274136,0.021926836643898426,0.028192506577580292,0.02826123694360185,0.02600343322195907,0.026248495532349786,0.025644691893875353
fish,0.03196657339511216,0.03372200187910514,0.03189533849505001,0.03659400983281695,0.0297997851927894,0.042488305950140415,0.04316253530659845,0.0363230371082707,0.043906065045220745,0.054276359579576404,0.03567744025992381,0.043639489971286534,0.045544769083902065,0.042336577413127914,0.04275251336883183,0.03412949966799946,0.030325930391522943,0.024978756379421353,0.026141955644646296,0.025688927900763613,0.032878106470858336,0.03190935023080682,0.03104920262468072,0.02733552931065439,0.0299117066812554
